X1	X2	Color
1	0.0348652832922076	-0.00293284108043416	red
2	-0.510894530559539	-0.168981571392337	red
3	0.117193240367724	-0.189159962217632	red
4	0.194224202065264	0.0873149189240073	red
5	0.223874164627056	0.0821283767926592	red
6	0.042781452337489	0.182340388728068	red
7	-0.104376965048047	-0.286664746190565	red
8	-0.0792296113711593	0.085910120650336	red
9	-0.217854285292777	0.0592805844872451	red
10	-0.00804220732451722	-0.0134452431334080	red
11	-0.193338912962382	-0.123314073210247	red
12	0.0820042087409953	0.0330791473864758	red
13	0.0362262279037400	0.0549670651357538	red
14	0.0519852838951507	-0.106818057424720	red
15	-0.282481493413334	0.0715216970536391	red
16	0.251705009016410	-0.00439191865105959	red
17	0.330626324286897	0.120791018032627	red
18	-0.031599458620478	0.0187747621092015	red
19	-0.137260636599598	0.247794853372617	red
20	0.138113715838201	0.114043939206825	red
21	0.938710943419697	1.10133006990416	green
22	0.936599765946285	1.12987873060188	green
23	0.726209321001711	1.0310984326137	green
24	1.29846102797255	0.975757030778083	green
25	1.18956525384186	1.14667069330742	green
26	0.79385349034813	1.32492365261902	green
27	0.766374205845496	0.848079573834674	green
28	1.13384424165206	1.13338540801305	green
29	0.877838068520436	1.08957273839766	green
30	0.764451592156546	0.936967517113892	green
31	1.08379551524395	1.03643252482329	green
32	0.722664196411451	0.81934214374916	green
33	0.680574588155734	0.933115382326685	green
34	0.875777102421388	0.73507093421146	green
35	0.973677328289198	0.861006953925929	green
36	1.06784157883866	1.08136944357942	green
37	1.00603921548475	1.26496814179147	green
38	0.983127712423408	1.00166867583151	green
39	1.06862778837891	1.13383334129756	green
40	1.14324754227672	1.26325991502041	green
